pl_name,hostname,discoverymethod,disc_year,pl_eqt,st_teff
Kepler-422 b,Kepler-422,Transit,2014,1028.0,5972.0
Kepler-1294 b,Kepler-1294,Transit,2016,401.0,5776.0
TOI-1601 b,TOI-1601,Transit,2021,1493.97,5948.0
Kepler-324 c,Kepler-324,Transit,2014,410.0,5194.0
Kepler-490 b,Kepler-490,Transit,2016,1597.0,6045.0
Kepler-1379 b,Kepler-1379,Transit,2016,1564.0,5188.0
Kepler-1826 b,Kepler-1826,Transit,2021,806.0,3890.0
Kepler-1122 b,Kepler-1122,Transit,2016,526.0,5544.0
Kepler-913 c,Kepler-913,Transit,2021,1357.0,5440.0
Kepler-1298 b,Kepler-1298,Transit,2016,1373.0,6339.0
TOI-237 b,TOI-237,Transit,2020,388.0,3212.0
Kepler-1847 b,Kepler-1847,Transit,2021,843.0,5892.0
Kepler-770 d,Kepler-770,Transit,2016,1941.0,5598.0
HATS-5 b,HATS-5,Transit,2014,1025.0,5304.0
K2-155 c,K2-155,Transit,2018,583.0,4258.0
Kepler-289 b,Kepler-289,Transit,2014,607.0,5990.0
Kepler-46 c,Kepler-46,Transit Timing Variations,2012,455.0,5309.0
Kepler-263 b,Kepler-263,Transit,2014,548.0,5265.0
Kepler-1219 b,Kepler-1219,Transit,2016,1159.0,5944.0
Kepler-9 b,Kepler-9,Transit,2010,661.0,5774.0
TOI-836 c,TOI-836,Transit,2023,665.0,4552.0
Kepler-276 c,Kepler-276,Transit,2013,563.0,6105.0
Kepler-1574 b,Kepler-1574,Transit,2016,1003.0,5892.0
Kepler-1411 b,Kepler-1411,Transit,2016,441.0,5664.0
Kepler-828 b,Kepler-828,Transit,2016,1848.0,5039.0
Kepler-1145 b,Kepler-1145,Transit,2016,958.0,5064.0
TOI-2180 b,TOI-2180,Transit,2022,348.0,5695.0
Kepler-1050 c,Kepler-1050,Transit,2016,935.0,6010.0
Kepler-1306 b,Kepler-1306,Transit,2016,678.0,5727.0
HIP 65426 b,HIP 65426,Imaging,2017,1500.0,8840.0
WASP-50 b,WASP-50,Transit,2011,1394.84,5400.0
K2-285 c,K2-285,Transit,2018,741.4,4975.0
Kepler-201 c,Kepler-201,Transit,2014,378.0,6065.0
Kepler-1925 b,Kepler-1925,Transit,2021,531.0,5731.0
K2-291 b,K2-291,Transit,2019,1278.0,5520.0
XO-7 b,XO-7,Transit,2019,1743.0,6000.0
K2-101 b,K2-101,Transit,2016,618.0,4819.0
WASP-47 b,WASP-47,Transit,2012,1275.0,5552.0
HN Lib b,HN Lib,Radial Velocity,2023,234.4,3347.0
Kepler-249 c,Kepler-249,Transit,2014,429.0,3568.0
Kepler-1610 b,Kepler-1610,Transit,2016,750.0,5383.0
Kepler-1245 c,Kepler-1245,Transit,2016,1190.0,5306.0
TOI-169 b,TOI-169,Transit,2020,1715.0,5880.0
Kepler-1564 b,Kepler-1564,Transit,2016,635.0,5528.0
Kepler-1746 b,Kepler-1746,Transit,2021,310.0,6270.99
GJ 536 c,GJ 536,Radial Velocity,2025,290.5,3685.0
Kepler-297 d,Kepler-297,Transit,2023,325.0,5783.0
K2-243 c,K2-243,Transit,2018,801.0,6570.0
Kepler-332 d,Kepler-332,Transit,2014,427.0,4955.0
Kepler-26 c,Kepler-26,Transit,2011,385.0,3914.0
Kepler-102 f,Kepler-102,Transit,2014,495.0,4909.0
Kepler-1147 b,Kepler-1147,Transit,2016,872.0,5941.0
Kepler-10 b,Kepler-10,Transit,2011,2188.0,5708.0
Kepler-305 c,Kepler-305,Transit,2013,728.0,5100.0
HD 108236 d,HD 108236,Transit,2020,708.0,5720.0
K2-292 b,K2-292,Transit,2019,795.0,5725.0
TOI-4603 b,TOI-4603,Transit,2023,1677.0,6189.0
Kepler-209 c,Kepler-209,Transit,2014,486.0,5513.0
Kepler-826 b,Kepler-826,Transit,2016,1305.0,6079.0
K2-157 c,K2-157,Radial Velocity,2025,587.0,5334.0
TOI-1670 c,TOI-1670,Transit,2022,684.0,6170.0
Kepler-736 b,Kepler-736,Transit,2016,996.0,5217.0
Kepler-17 b,Kepler-17,Transit,2011,1570.0,5781.0
Kepler-1318 b,Kepler-1318,Transit,2016,202.0,4598.0
TOI-712 d,TOI-712,Transit,2022,313.6,4622.0
NGTS-18 b,NGTS-18,Transit,2021,1381.0,5610.0
Kepler-1696 b,Kepler-1696,Transit,2020,454.0,5379.0
Kepler-1996 b,Kepler-1996,Transit,2023,392.0,4519.0
Kepler-1361 b,Kepler-1361,Transit,2016,1061.0,5131.0
Kepler-1454 b,Kepler-1454,Transit,2016,492.0,5448.0
K2-229 b,K2-229,Transit,2018,1818.0,5315.0
Kepler-153 c,Kepler-153,Transit,2014,458.0,5404.0
Kepler-48 d,Kepler-48,Transit,2014,448.0,5194.0
Kepler-1148 b,Kepler-1148,Transit,2016,1397.0,5054.0
WASP-48 b,WASP-48,Transit,2011,2035.0,5990.0
Kepler-18 d,Kepler-18,Transit,2011,720.0,5345.0
TOI-3856 b,TOI-3856,Transit,2025,1544.0,5622.0
Kepler-619 b,Kepler-619,Transit,2016,1073.0,900.678
Kepler-844 b,Kepler-844,Transit,2016,713.0,4128.0
K2-99 b,K2-99,Transit,2016,1184.0,6217.0
Kepler-106 c,Kepler-106,Transit,2014,785.0,5858.0
Kepler-957 b,Kepler-957,Transit,2016,769.0,4963.0
Kepler-309 b,Kepler-309,Transit,2014,531.0,4713.0
Kepler-419 b,Kepler-419,Transit,2014,613.0,6430.0
Kepler-81 b,Kepler-81,Transit,2012,635.0,4500.0
Kepler-1740 b,Kepler-1740,Transit,2021,858.0,5714.58
Kepler-713 b,Kepler-713,Transit,2016,905.0,5785.0
K2-403 b,K2-403,Transit,2022,949.0,5511.0
Kepler-758 b,Kepler-758,Transit,2016,1005.0,6228.0
WASP-41 c,WASP-41,Radial Velocity,2015,241.0,5450.0
Kepler-176 d,Kepler-176,Transit,2014,501.0,5232.0
TOI-1695 b,TOI-1695,Transit,2022,698.0,3630.0
Kepler-1029 b,Kepler-1029,Transit,2016,790.0,5030.0
Kepler-897 b,Kepler-897,Transit,2016,855.0,5839.0
Kepler-317 b,Kepler-317,Transit,2014,976.0,5497.0
HATS-24 b,HATS-24,Transit,2017,2166.0,6346.0
K2-223 c,K2-223,Transit,2018,1091.0,5835.0
Kepler-435 b,Kepler-435,Transit,2015,1729.0,6161.0
Kepler-1829 b,Kepler-1829,Transit,2021,860.0,5055.0
Kepler-65 c,Kepler-65,Transit,2012,1246.0,6211.0
Kepler-901 b,Kepler-901,Transit,2016,704.0,4184.0
HAT-P-9 b,HAT-P-9,Transit,2008,1540.0,6350.0
Kepler-186 b,Kepler-186,Transit,2014,571.0,3755.0
Kepler-277 c,Kepler-277,Transit,2013,778.0,5946.0
Kepler-1487 b,Kepler-1487,Transit,2016,1682.0,6408.0
Kepler-1350 b,Kepler-1350,Transit,2016,535.0,3827.0
Kepler-995 b,Kepler-995,Transit,2016,517.0,5206.0
Kepler-539 c,Kepler-539,Transit Timing Variations,2016,253.0,5820.0
Kepler-150 e,Kepler-150,Transit,2014,544.0,5560.0
Kepler-373 c,Kepler-373,Transit,2014,729.0,5787.0
Kepler-394 c,Kepler-394,Transit,2014,901.0,6402.0
Kepler-1174 b,Kepler-1174,Transit,2016,1156.0,5936.0
Kepler-269 c,Kepler-269,Transit,2014,875.0,5847.0
K2-183 d,K2-183,Transit,2018,615.0,5436.47
HD 22496 b,HD 22496,Radial Velocity,2021,573.0,4385.0
Kepler-1719 b,Kepler-1719,Transit,2021,1287.0,5752.63
TOI-178 b,TOI-178,Transit,2021,1040.0,4316.0
Kepler-122 b,Kepler-122,Transit,2014,1159.0,6050.0
Kepler-1640 b,Kepler-1640,Transit,2016,1228.0,6324.0
Kepler-607 b,Kepler-607,Transit,2016,1874.0,5196.0
Kepler-217 b,Kepler-217,Transit,2014,1413.0,6171.0
Kepler-430 b,Kepler-430,Transit,2015,667.0,5884.0
TOI-1431 b,TOI-1431,Transit,2021,2370.0,7690.0
NGTS-2 b,NGTS-2,Transit,2018,1468.0,6478.0
Kepler-1266 c,Kepler-1266,Transit,2021,881.0,5004.0
Kepler-402 c,Kepler-402,Transit,2014,1140.0,6090.0
K2-274 b,K2-274,Transit,2018,655.0,5065.0
WASP-73 b,WASP-73,Transit,2014,1790.0,6030.0
Kepler-647 b,Kepler-647,Transit,2016,788.0,6020.0
Kepler-1784 b,Kepler-1784,Transit,2021,724.0,5475.0
Kepler-126 b,Kepler-126,Transit,2014,1009.0,6239.0
Kepler-1559 b,Kepler-1559,Transit,2016,1609.0,5316.0
TOI-2076 d,TOI-2076,Transit,2021,457.68,5200.0
HATS-39 b,HATS-39,Transit,2018,1645.0,6572.0
Kepler-815 b,Kepler-815,Transit,2016,1374.0,5028.0
Kepler-32 e,Kepler-32,Transit,2012,652.0,3900.0
Kepler-1555 b,Kepler-1555,Transit,2016,959.0,5866.0
Kepler-602 b,Kepler-602,Transit,2016,852.0,6062.0
Kepler-155 c,Kepler-155,Transit,2014,286.0,4508.0
TOI-532 b,TOI-532,Transit,2021,867.0,3957.0
Kepler-372 b,Kepler-372,Transit,2014,1081.0,6509.0
Kepler-174 b,Kepler-174,Transit,2014,553.0,4880.0
Kepler-163 c,Kepler-163,Transit,2014,648.0,5410.9
Kepler-178 b,Kepler-178,Transit,2014,846.0,5676.0
TOI-2411 b,TOI-2411,Transit,2022,1355.0,4099.0
Kepler-107 e,Kepler-107,Transit,2014,955.0,5854.0
Kepler-439 b,Kepler-439,Transit,2015,291.0,5431.0
Kepler-1348 b,Kepler-1348,Transit,2016,636.0,5911.0
Kepler-1604 b,Kepler-1604,Transit,2016,2023.0,4976.0
Kepler-984 b,Kepler-984,Transit,2016,484.0,5610.0
Kepler-1491 c,Kepler-1491,Transit,2023,530.0,5548.33
Kepler-1758 b,Kepler-1758,Transit,2021,1028.0,5995.0
Kepler-1158 b,Kepler-1158,Transit,2016,1079.0,6203.0
Kepler-11 c,Kepler-11,Transit,2010,786.0,5663.0
Kepler-311 b,Kepler-311,Transit,2014,960.0,5841.2
Kepler-57 b,Kepler-57,Transit,2012,850.0,5145.0
Kepler-277 b,Kepler-277,Transit,2013,964.0,5946.0
Kepler-461 b,Kepler-461,Transit,2016,886.0,5634.0
K2-185 b,K2-185,Transit,2018,809.0,5788.0
TOI-4600 c,TOI-4600,Transit,2023,191.0,5170.0
Kepler-1956 b,Kepler-1956,Transit,2021,674.0,4191.0
Kepler-402 e,Kepler-402,Transit,2014,931.0,6090.0
Kepler-1098 b,Kepler-1098,Transit,2016,1319.0,5794.0
K2-335 b,K2-335,Transit,2021,949.0,6222.0
Kepler-750 b,Kepler-750,Transit,2016,1163.0,6160.0
Kepler-238 e,Kepler-238,Transit,2013,731.0,5751.0
Kepler-1255 b,Kepler-1255,Transit,2016,694.0,6018.0
Kepler-352 c,Kepler-352,Transit,2014,591.0,5262.0
Kepler-1742 b,Kepler-1742,Transit,2021,462.0,5582.0
Kepler-107 d,Kepler-107,Transit,2014,1173.0,5854.0
Kepler-238 f,Kepler-238,Transit,2013,568.0,5751.0
Kepler-127 b,Kepler-127,Transit,2014,884.0,6106.0
Kepler-1736 b,Kepler-1736,Transit,2021,566.0,5804.06
Kepler-568 b,Kepler-568,Transit,2016,429.0,3768.0
TOI-1117 d,TOI-1117,Radial Velocity,2025,978.0,5635.0
Kepler-1409 b,Kepler-1409,Transit,2016,1733.0,5160.0
Kepler-1923 b,Kepler-1923,Transit,2021,553.0,5500.42
Kepler-896 b,Kepler-896,Transit,2016,303.0,5328.0
Kepler-1017 b,Kepler-1017,Transit,2016,831.0,5473.0
Kepler-467 b,Kepler-467,Transit,2016,712.0,5809.0
Kepler-1208 b,Kepler-1208,Transit,2016,665.0,5001.0
Kepler-499 b,Kepler-499,Transit,2016,844.0,5312.0
Kepler-155 b,Kepler-155,Transit,2014,614.0,4508.0
Kepler-45 b,Kepler-45,Transit,2011,1000.0,3820.0
HD 118203 c,HD 118203,Radial Velocity,2024,146.0,5872.0
Kepler-964 b,Kepler-964,Transit,2016,652.0,5427.0
Kepler-406 c,Kepler-406,Transit,2014,1050.0,5538.0
Kepler-1097 b,Kepler-1097,Transit,2016,267.0,5211.0
Kepler-93 b,Kepler-93,Transit,2014,1133.0,5669.0
TOI-3464 b,TOI-3464,Transit,2025,1693.0,6370.0
HD 110113 b,HD 110113,Transit,2021,1371.0,5732.0
Kepler-220 e,Kepler-220,Transit,2014,341.0,4632.0
TOI-3486 b,TOI-3486,Transit,2025,1190.0,4930.0
Kepler-315 b,Kepler-315,Transit,2014,409.0,5796.0
Kepler-1078 b,Kepler-1078,Transit,2016,1122.0,5612.0
K2-5 b,K2-5,Transit,2015,565.0,4066.0
Kepler-596 b,Kepler-596,Transit,2016,725.0,6267.0
Kepler-1452 b,Kepler-1452,Transit,2016,810.0,6101.0
Kepler-1757 b,Kepler-1757,Transit,2021,549.0,5146.0
Kepler-1055 b,Kepler-1055,Transit,2016,1304.0,5723.0
K2-174 b,K2-174,Transit,2018,455.0,4455.0
Kepler-60 d,Kepler-60,Transit,2012,929.0,5905.0
Kepler-1109 b,Kepler-1109,Transit,2016,787.0,5893.0
Kepler-1686 b,Kepler-1686,Transit,2020,913.0,5774.33
Kepler-85 b,Kepler-85,Transit,2012,809.0,5436.0
TOI-3593 b,TOI-3593,Transit,2025,1170.0,5550.0
Kepler-1262 b,Kepler-1262,Transit,2016,949.0,5771.0
Kepler-122 c,Kepler-122,Transit,2014,897.0,6050.0
Kepler-263 c,Kepler-263,Transit,2014,386.0,5265.0
Kepler-1677 b,Kepler-1677,Transit,2020,712.0,5804.5
K2-324 b,K2-324,Transit,2020,707.0,3752.0
TOI-178 g,TOI-178,Transit,2021,470.0,4316.0
Kepler-403 d,Kepler-403,Transit,2016,958.0,6090.0
Kepler-725 c,Kepler-725,Transit Timing Variations,2025,268.0,5293.0
Kepler-378 b,Kepler-378,Transit,2014,503.0,4661.0
Kepler-82 d,Kepler-82,Transit,2014,1253.0,5428.0
WTS-2 b,WTS-2,Transit,2014,2000.0,5000.0
K2-317 b,K2-317,Transit,2020,432.0,3387.0
Kepler-1809 b,Kepler-1809,Transit,2021,877.0,4922.21
Kepler-1375 b,Kepler-1375,Transit,2016,1543.0,6704.0
TRAPPIST-1 e,TRAPPIST-1,Transit,2017,249.7,2560.0
K2-242 b,K2-242,Transit,2018,416.0,3459.0
Kepler-1081 b,Kepler-1081,Transit,2016,972.0,5345.0
Kepler-1476 b,Kepler-1476,Transit,2016,860.0,5663.0
Kepler-883 b,Kepler-883,Transit,2016,818.0,6116.0
Kepler-1284 b,Kepler-1284,Transit,2016,1703.0,5123.0
Kepler-1425 b,Kepler-1425,Transit,2016,676.0,5718.0
TOI-2497 b,TOI-2497,Transit,2023,1595.0,7360.0
TOI-2818 b,TOI-2818,Transit,2023,1376.0,5721.0
TOI-3362 b,TOI-3362,Transit,2021,688.0,6532.0
Kepler-1051 b,Kepler-1051,Transit,2016,850.0,6675.0
Kepler-146 b,Kepler-146,Transit,2014,639.0,6034.0
HIP 113103 c,HIP 113103,Transit,2023,585.0,4930.0
WASP-32 b,WASP-32,Transit,2010,1388.0,6100.0
HAT-P-55 b,HAT-P-55,Transit,2015,1367.0,5808.0
Kepler-1488 b,Kepler-1488,Transit,2016,650.0,5757.09
Kepler-912 b,Kepler-912,Transit,2016,1218.0,5998.0
Kepler-939 b,Kepler-939,Transit,2016,692.0,5471.0
Kepler-1291 b,Kepler-1291,Transit,2016,739.0,5216.0
Kepler-1873 b,Kepler-1873,Transit,2021,1787.0,5154.0
Kepler-52 d,Kepler-52,Transit,2014,332.0,4163.9
K2-370 b,K2-370,Transit,2022,1267.0,5377.0
Kepler-829 b,Kepler-829,Transit,2016,857.0,5698.0
Kepler-344 c,Kepler-344,Transit,2014,360.0,5774.0
Kepler-246 c,Kepler-246,Transit,2014,667.0,5206.0
Kepler-992 b,Kepler-992,Transit,2016,510.0,4944.0
Kepler-1111 b,Kepler-1111,Transit,2016,938.0,6077.0
HATS-45 b,HATS-45,Transit,2018,1518.0,6450.0
Kepler-923 b,Kepler-923,Transit,2016,1104.0,5988.0
Kepler-1273 b,Kepler-1273,Transit,2016,573.0,5566.0
TOI-4010 d,TOI-4010,Transit,2023,650.0,5104.0
Kepler-196 b,Kepler-196,Transit,2014,536.0,5128.0
Kepler-36 c,Kepler-36,Transit,2012,928.0,5979.0
Kepler-172 b,Kepler-172,Transit,2014,1256.0,5526.0
TOI-784 b,HD 307842,Transit,2023,1256.0,5558.0
HATS-7 b,HATS-7,Transit,2015,1084.0,4985.0
Kepler-183 c,Kepler-183,Transit,2014,857.0,5888.0
Kepler-131 b,Kepler-131,Transit,2014,718.0,5685.0
Kepler-179 b,Kepler-179,Transit,2014,1075.0,5302.0
Kepler-1745 b,Kepler-1745,Transit,2021,1449.0,5572.72
Kepler-258 c,Kepler-258,Transit,2014,470.0,4942.0
Kepler-1311 c,Kepler-1311,Transit,2016,1671.0,5719.0
K2-233 b,K2-233,Transit,2018,1127.0,4950.0
Kepler-251 c,Kepler-251,Transit,2014,655.0,5526.0
Kepler-806 b,Kepler-806,Transit,2016,1089.0,5770.0
Kepler-200 c,Kepler-200,Transit,2014,806.0,5678.0
Kepler-902 b,Kepler-902,Transit,2016,556.0,5647.0
Kepler-171 d,Kepler-171,Transit,2014,497.0,5642.0
Kepler-894 b,Kepler-894,Transit,2016,896.0,5603.0
WASP-158 b,WASP-158,Transit,2018,1590.0,6350.0
HAT-P-17 b,HAT-P-17,Transit,2010,792.0,5246.0
TOI-561 d,TOI-561,Transit,2020,600.0,5326.0
Kepler-438 b,Kepler-438,Transit,2015,288.0,3748.0
Kepler-817 b,Kepler-817,Transit,2016,1124.0,5861.0
TIC 139270665 c,TIC 139270665,Radial Velocity,2024,200.0,5844.0
Kepler-298 d,Kepler-298,Transit,2014,277.0,4465.0
Kepler-1266 b,Kepler-1266,Transit,2016,489.0,5004.0
K2-268 f,K2-268,Transit,2021,492.0,5068.0
Kepler-1165 b,Kepler-1165,Transit,2016,946.0,6019.0
Kepler-255 b,Kepler-255,Transit,2014,971.0,5573.0
Kepler-1693 c,Kepler-1693,Transit,2021,1059.0,5432.34
Kepler-1423 b,Kepler-1423,Transit,2016,741.0,4939.0
TOI-6109 c,TOI-6109,Transit,2025,786.0,5660.0
Kepler-1669 c,Kepler-1669,Transit,2021,958.0,4303.0
TOI-1064 b,TOI-1064,Transit,2022,784.0,4734.0
Kepler-1869 b,Kepler-1869,Transit,2021,865.0,5770.0
Kepler-1831 b,Kepler-1831,Transit,2021,1051.0,5774.0
HD 219134 b,HD 219134,Radial Velocity,2015,1015.0,4699.0
K2-140 b,K2-140,Transit,2017,962.0,5705.0
Kepler-191 c,Kepler-191,Transit,2014,596.0,5282.0
TOI-6695 c,TOI-6695,Radial Velocity,2025,415.0,6400.0
Kepler-1797 b,Kepler-1797,Transit,2021,684.0,5709.57
Kepler-904 b,Kepler-904,Transit,2016,1332.0,6160.0
Kepler-1223 b,Kepler-1223,Transit,2016,557.0,4870.0
TOI-178 c,TOI-178,Transit,2021,873.0,4316.0
TOI-1136 e,TOI-1136,Transit,2022,737.0,5770.0
K2-7 b,K2-7,Transit,2015,786.0,5699.0
Kepler-169 f,Kepler-169,Transit,2014,321.0,4997.0
Kepler-905 b,Kepler-905,Transit,2016,928.0,5461.0
Kepler-307 b,Kepler-307,Transit,2013,797.0,5367.0
WASP-28 b,WASP-28,Transit,2014,1456.0,6150.0
Kepler-268 b,Kepler-268,Transit,2014,695.0,6081.0
Kepler-558 b,Kepler-558,Transit,2016,498.0,5242.0
Kepler-1775 b,Kepler-1775,Transit,2021,522.0,5910.19
Kepler-607 c,Kepler-607,Transit,2021,473.0,5196.0
Kepler-730 b,Kepler-730,Transit,2016,1219.0,5620.0
Kepler-318 c,Kepler-318,Transit,2014,762.0,5746.0
Kepler-823 b,Kepler-823,Transit,2016,1277.0,5643.0
Kepler-5 b,Kepler-5,Transit,2009,1750.0,6297.0
TOI-540 b,TOI-540,Transit,2020,611.0,3216.0
Kepler-225 b,Kepler-225,Transit,2014,579.0,3682.0
K2-13 b,K2-13,Transit,2015,511.0,5698.0
Kepler-647 c,Kepler-647,Transit,2020,644.0,6020.0
Kepler-1263 b,Kepler-1263,Transit,2016,907.0,5213.0
WASP-172 b,WASP-172,Transit,2018,1740.0,6900.0
TOI-1136 f,TOI-1136,Transit,2022,658.0,5770.0
Kepler-1843 b,Kepler-1843,Transit,2021,772.0,5281.7
GJ 1289 b,GJ 1289,Radial Velocity,2024,150.0,3175.0
K2-360 c,EPIC 201595106,Radial Velocity,2024,912.0,5711.17
TOI-1468 c,TOI-1468,Transit,2022,338.1,3496.0
Kepler-1741 b,Kepler-1741,Transit,2021,615.0,3842.11
Kepler-314 b,Kepler-314,Transit,2014,1195.0,5378.0
Kepler-955 b,Kepler-955,Transit,2016,664.0,5350.0
Kepler-1184 b,Kepler-1184,Transit,2016,529.0,5983.0
Kepler-223 d,Kepler-223,Transit,2014,827.0,5829.0
Kepler-224 d,Kepler-224,Transit,2014,610.0,5018.0
Kepler-10 d,Kepler-10,Radial Velocity,2023,387.0,5708.0
Kepler-532 b,Kepler-532,Transit,2016,620.0,5192.0
TOI-2714 b,TOI-2714,Transit,2024,1603.0,5665.0
GJ 9827 d,GJ 9827,Transit,2017,675.0,4255.0
Kepler-502 b,Kepler-502,Transit,2016,1217.0,6125.0
Kepler-1871 b,Kepler-1871,Transit,2021,1403.0,5318.1
Kepler-403 b,Kepler-403,Transit,2014,1194.0,6090.0
Kepler-474 b,Kepler-474,Transit,2016,1115.0,5785.0
Kepler-1235 b,Kepler-1235,Transit,2016,985.0,5541.0
TOI-1472 b,TOI-1472,Transit,2024,811.14,5100.0
Kepler-1625 b,Kepler-1625,Transit,2016,350.0,5677.0
K2-158 b,K2-158,Transit,2018,794.0,5503.0
Kepler-302 c,Kepler-302,Transit,2014,392.0,5740.0
CoRoT-1 b,CoRoT-1,Transit,2008,1898.0,6298.0
TOI-125 c,TOI-125,Transit,2019,827.8,5320.0
Kepler-683 b,Kepler-683,Transit,2016,1332.0,5703.0
Kepler-69 b,Kepler-69,Transit,2013,779.0,5638.0
Kepler-272 d,Kepler-272,Transit,2014,777.0,5297.0
Kepler-120 b,Kepler-120,Transit,2014,575.0,4096.0
HATS-10 b,HATS-10,Transit,2015,1407.0,5880.0
Kepler-229 b,Kepler-229,Transit,2014,823.0,5120.0
Kepler-814 b,Kepler-814,Transit,2016,1164.0,6162.0
Kepler-1038 b,Kepler-1038,Transit,2016,285.0,5238.0
Kepler-341 e,Kepler-341,Transit,2014,539.0,6012.0
Kepler-627 b,Kepler-627,Transit,2016,685.0,6424.0
Kepler-56 c,Kepler-56,Transit,2012,1087.0,4840.0
TOI-778 b,TOI-778,Transit,2023,1561.0,6875.0
Kepler-595 c,Kepler-595,Transit,2020,679.0,5247.0
Kepler-737 b,Kepler-737,Transit,2016,298.0,3813.0
TOI-3785 b,TOI-3785,Transit,2023,582.0,3576.0
NGTS-13 b,NGTS-13,Transit,2021,1605.0,5918.0
Kepler-1175 b,Kepler-1175,Transit,2016,515.0,5453.0
HD 130322 b,HD 130322,Radial Velocity,1999,720.0,5330.0
HD 40307 g,HD 40307,Radial Velocity,2013,255.0,4977.0
Kepler-1138 b,Kepler-1138,Transit,2016,1080.0,5582.0
K2-77 b,K2-77,Transit,2016,806.0,4970.0
K2-9 b,K2-9,Transit,2015,314.0,3528.0
PDS 70 b,PDS 70,Imaging,2018,1204.0,4237.0
TOI-2416 b,TOI-2416,Transit,2023,1080.0,5808.0
TOI-5344 b,TOI-5344,Transit,2023,689.0,3747.0
Kepler-843 b,Kepler-843,Transit,2016,1523.0,5830.0
TOI-2382 b,TOI-2382,Transit,2025,1426.0,6033.0
Kepler-249 b,Kepler-249,Transit,2014,554.0,3568.0
K2-349 b,K2-349,Transit,2021,518.0,4385.0
Kepler-1496 b,Kepler-1496,Transit,2016,535.0,6182.0
Kepler-1655 b,Kepler-1655,Transit,2018,938.0,6148.0
Kepler-1954 b,Kepler-1954,Transit,2021,949.0,5891.0
TOI-1442 b,TOI-1442,Transit,2022,1072.0,3330.0
Kepler-366 c,Kepler-366,Transit,2014,848.0,6209.0
K2-204 b,K2-204,Transit,2018,1148.0,5755.0
Kepler-416 d,Kepler-416,Transit,2023,1253.0,5620.27
Kepler-1414 b,Kepler-1414,Transit,2016,1033.0,4951.0
K2-233 d,K2-233,Transit,2018,525.0,4950.0
WASP-187 b,WASP-187,Transit,2020,1760.0,6150.0
HD 191939 g,HD 191939,Radial Velocity,2022,278.0,5427.0
K2-358 b,K2-358,Transit,2021,888.0,5650.0
Kepler-1587 b,Kepler-1587,Transit,2016,981.0,5933.0
K2-336 b,K2-336,Transit,2021,569.0,5424.0
Kepler-1398 c,Kepler-1398,Transit,2016,1324.0,6126.0
Kepler-1237 b,Kepler-1237,Transit,2016,366.0,5472.0
WASP-169 b,WASP-169,Transit,2019,1604.0,6110.0
HD 110067 f,HD 110067,Transit,2023,489.0,5266.0
HAT-P-38 b,HAT-P-38,Transit,2012,1082.0,5330.0
WASP-83 b,WASP-83,Transit,2015,1120.0,5480.0
K2-55 b,K2-55,Transit,2016,900.0,4456.0
TOI-7149 b,TOI-7149,Transit,2025,593.0,3363.0
Kepler-852 b,Kepler-852,Transit,2016,565.0,6100.0
K2-357 b,K2-357,Transit,2021,735.0,5794.0
HD 211403 b,HD 211403,Radial Velocity,2021,380.0,6273.0
Kepler-1357 b,Kepler-1357,Transit,2016,1177.0,5597.0
LTT 9779 b,LTT 9779,Transit,2020,1978.0,5445.0
Kepler-282 e,Kepler-282,Transit,2013,484.0,5602.0
HATS-14 b,HATS-14,Transit,2015,1276.0,5346.0
Kepler-1320 b,Kepler-1320,Transit,2016,1389.0,4817.0
Kepler-756 b,Kepler-756,Transit,2016,1741.0,5282.0
Kepler-1807 b,Kepler-1807,Transit,2021,1108.0,6363.16
Kepler-1283 b,Kepler-1283,Transit,2016,764.0,6175.0
TOI-178 d,TOI-178,Transit,2021,690.0,4316.0
TOI-1439 b,TOI-1439,Transit,2024,748.4,5873.0
Kepler-1613 b,Kepler-1613,Transit,2016,1926.0,6005.0
K2-277 b,K2-277,Transit,2018,1049.0,5741.0
TOI-3493 b,TOI-3493,Transit,2025,1102.0,5844.0
K2-295 b,K2-295,Transit,2018,852.0,4444.0
Kepler-1899 b,Kepler-1899,Transit,2021,851.0,4732.81
TOI-2567 b,TOI-2567,Transit,2022,1352.0,5609.0
Kepler-600 b,Kepler-600,Transit,2016,528.0,5279.0
Kepler-62 f,Kepler-62,Transit,2013,208.0,4925.0
Kepler-294 c,Kepler-294,Transit,2014,895.0,5913.0
Qatar-9 b,Qatar-9,Transit,2019,1134.0,4309.0
Kepler-1453 b,Kepler-1453,Transit,2016,503.0,5665.0
Kepler-36 b,Kepler-36,Transit,2012,978.0,5979.0
G 264-012 c,G 264-012,Radial Velocity,2021,387.0,3326.0
Kepler-42 d,Kepler-42,Transit,2011,450.0,3068.0
HD 191939 d,HD 191939,Transit,2020,540.0,5427.0
TOI-2445 b,TOI-2445,Transit,2022,1060.0,3330.0
K2-185 c,K2-185,Transit,2018,477.0,5788.0
TOI-6478 b,TOI-6478,Transit,2025,204.4,3230.0
Kepler-125 b,Kepler-125,Transit,2014,590.0,3810.0
Kepler-1407 b,Kepler-1407,Transit,2016,826.0,6010.0
Kepler-302 b,Kepler-302,Transit,2014,634.0,5740.0
WASP-44 b,WASP-44,Transit,2011,1337.0,5410.0
Kepler-471 b,Kepler-471,Transit,2016,1308.0,6733.0
Kepler-213 c,Kepler-213,Transit,2014,1060.0,5696.0
